client_id,age,region,income,transaction_amount,channel,department,signup_date,is_active,score,legacy_flag,comment
559,43,MSK,71717.09,9758.41,mobile,ops,2025-08-13,false,0.5571,0,документы на проверке
560,72,NSK,96547.92,2831.51,web,support,2024-10-11,false,0.1856,1,заявка принята
561,29,NSK,30274.56,2404.47,mobile,risk,2025-01-16,true,0.4669,0,клиент не отвечает
562,42,KZN,101612.87,2267.99,mobile,ops,2024-12-03,false,0.3686,0,перевод в другой отдел
563,39,KZN,78959.55,5954.38,web,ops,2025-06-25,false,0.4103,0,документы на проверке
564,37,MSK,77939.55,16380.19,web,ops,2025-08-29,true,0.5915,1,
565,31,MSK,74102.75,6498.06,mobile,ops,2024-07-06,false,0.5011,1,клиент не отвечает
566,28,SPB,18469.34,12515.58,web,risk,2025-10-11,true,0.508,0,заявка принята
567,40,EKB,57021.99,13375.26,mobile,support,2025-05-24,true,0.5633,1,клиент не отвечает
568,45,KZN,,3564.93,offline,risk,2025-11-08,true,0.5202,0,документы на проверке
569,31,ROV,91102.49,3602.81,mobile,risk,2025-03-08,true,0.5447,0,перевод в другой отдел
570,48,EKB,42260.52,5984.29,partner,risk,2025-04-19,false,0.4791,0,заявка принята
571,27,SPB,39455.71,1514.54,web,sales,2025-02-24,false,0.7059,0,заявка принята
572,47,MSK,44304.01,1708.63,web,ops,2024-05-23,false,0.7283,0,заявка принята
573,22,MSK,31215.44,2484.91,mobile,ops,2024-05-01,false,0.7915,1,
574,35,EKB,61136.0,9608.41,web,sales,2024-01-22,false,0.3544,0,документы на проверке
575,56,MSK,51547.74,3210.57,web,ops,2025-09-24,true,0.5334,0,повторное обращение
576,36,MSK,76874.8,3771.02,offline,sales,2024-07-12,true,0.5973,0,повторное обращение
577,46,MSK,48240.38,2286.28,web,sales,2025-10-21,true,0.6352,1,перевод в другой отдел
578,19,EKB,90597.96,3157.36,web,risk,2025-03-17,false,0.8357,0,перевод в другой отдел
579,35,EKB,78178.83,1624.02,web,risk,2025-10-27,false,0.5855,0,заявка принята
580,42,EKB,139447.13,5777.18,offline,ops,2024-03-17,false,0.448,0,перевод в другой отдел
581,32,MSK,63446.12,11881.28,mobile,sales,2024-03-10,true,-0.0277,1,повторное обращение
582,22,MSK,78910.41,12404.59,partner,ops,2025-06-29,true,0.3478,1,повторное обращение
583,24,NSK,67235.98,5052.04,partner,ops,2024-11-06,false,0.5919,1,
584,37,MSK,36481.45,10300.88,mobile,support,2024-02-22,true,0.6,1,повторное обращение
585,37,SPB,52972.73,8313.32,web,support,2025-09-18,true,0.5079,1,
586,47,MSK,271058.07,25322.8,web,sales,2025-10-31,true,0.2029,1,клиент не отвечает
587,39,NSK,77413.22,1158.45,web,risk,2025-05-05,true,0.65,0,клиент не отвечает
588,47,MSK,104664.18,2142.91,web,support,2024-05-26,true,0.839,0,клиент не отвечает
589,64,MSK,164890.55,5585.16,partner,sales,2024-01-14,true,0.2519,0,повторное обращение
590,38,MSK,81319.38,6354.59,web,ops,2024-06-16,false,0.5852,1,повторное обращение
591,38,MSK,62484.18,11015.71,web,sales,2024-01-25,false,0.7353,0,повторное обращение
592,32,ROV,105010.62,13155.91,offline,sales,2024-04-14,false,0.6279,0,перевод в другой отдел
593,47,SPB,35462.22,3371.52,mobile,ops,2025-11-14,false,0.5848,0,перевод в другой отдел
594,44,SPB,201468.92,6951.56,mobile,support,2025-04-02,false,0.409,1,заявка принята
595,47,EKB,50313.81,7841.27,mobile,ops,2025-05-07,false,0.6341,1,документы на проверке
596,40,KZN,41154.52,4409.3,mobile,support,2024-03-26,false,0.3539,1,документы на проверке
597,21,EKB,195120.24,1133.41,web,support,2025-04-16,false,0.3799,1,повторное обращение
598,40,EKB,72836.52,12742.29,mobile,ops,2024-02-25,true,0.6345,1,клиент не отвечает
599,50,MSK,82335.11,2470.06,mobile,support,2025-04-26,false,0.1996,1,клиент не отвечает
600,41,MSK,92381.67,32558.09,mobile,risk,2024-08-20,true,0.2379,1,перевод в другой отдел
601,52,ROV,31295.56,2772.23,web,sales,2025-05-03,false,0.4733,1,клиент не отвечает
602,49,NSK,106621.6,1803.76,mobile,sales,2024-08-04,false,0.7892,0,повторное обращение
603,21,MSK,77701.44,1790.61,partner,risk,2024-12-31,false,0.4281,0,документы на проверке
604,44,EKB,72590.23,2718.57,mobile,sales,2024-01-25,false,0.7927,0,клиент не отвечает
605,18,MSK,45448.15,11109.6,partner,support,2025-04-03,false,0.3283,1,перевод в другой отдел
606,22,SPB,87908.11,1594.49,mobile,sales,2025-08-03,false,0.7826,0,заявка принята
607,40,KZN,39999.94,3619.36,offline,support,2024-09-21,false,0.416,1,клиент не отвечает
608,34,MSK,33050.6,1368.2,mobile,risk,2024-03-26,false,0.4298,1,перевод в другой отдел
609,64,MSK,88442.31,2617.87,web,ops,2025-08-06,true,0.1241,0,повторное обращение
610,27,MSK,203562.56,4218.5,web,sales,2025-03-19,false,0.6395,1,заявка принята
611,21,SPB,58205.38,3965.7,partner,risk,2025-09-07,true,1.0612,0,перевод в другой отдел
612,46,MSK,54808.52,2649.35,web,risk,2024-03-24,false,0.0263,1,клиент не отвечает
613,20,MSK,34578.39,2191.8,mobile,ops,2025-05-01,true,0.4685,1,
614,18,NSK,97914.88,1000.22,offline,support,2025-11-11,false,0.6637,1,заявка принята
615,45,MSK,50638.67,7494.8,web,ops,2024-02-07,true,0.6717,0,клиент не отвечает
616,31,NSK,44011.58,3361.41,partner,risk,2025-05-29,true,0.2168,1,
617,18,SPB,97762.83,11844.28,web,support,2025-03-14,true,0.5137,1,документы на проверке
618,28,NSK,88091.79,6459.31,web,ops,2025-11-14,false,0.5678,0,повторное обращение
619,40,SPB,58115.79,2286.14,partner,ops,2025-01-18,false,0.7053,0,перевод в другой отдел
620,44,KZN,54368.96,11363.22,partner,sales,2024-06-06,false,0.4132,0,перевод в другой отдел
621,45,SPB,46965.11,3810.91,web,ops,2025-10-13,true,0.7158,0,клиент не отвечает
622,49,SPB,100821.37,10262.38,web,risk,2024-11-26,true,0.387,0,заявка принята
623,22,NSK,33355.12,6519.36,web,ops,2024-07-10,true,0.6071,1,перевод в другой отдел
624,45,EKB,51980.15,2432.26,web,risk,2024-04-05,false,0.8336,0,повторное обращение
625,27,MSK,77436.18,7452.41,mobile,sales,2025-11-06,true,0.6425,0,заявка принята
626,75,SPB,62778.93,1163.66,web,support,2025-01-08,true,0.4236,0,заявка принята
627,34,EKB,40760.36,11554.52,mobile,risk,2025-05-22,false,0.6221,1,повторное обращение
628,37,KZN,110162.03,2495.41,mobile,ops,2025-04-01,false,0.6295,1,перевод в другой отдел
629,26,SPB,44607.55,1200.51,partner,ops,2025-09-10,false,0.3383,1,клиент не отвечает
630,45,SPB,52492.23,6266.59,web,risk,2024-01-10,true,0.5312,0,
631,31,KZN,65254.82,5976.23,offline,sales,2025-09-14,true,0.6872,1,документы на проверке
632,47,EKB,49405.86,10185.27,web,risk,2024-05-02,true,0.3924,1,документы на проверке
633,32,NSK,140982.48,686.21,offline,ops,2025-06-30,true,0.6666,0,перевод в другой отдел
634,35,MSK,77965.18,7947.57,web,risk,2025-09-19,false,0.4561,1,
635,51,NSK,38595.01,7469.72,web,risk,2024-08-19,true,0.4889,1,
636,47,ROV,22959.79,1863.83,offline,ops,2024-06-23,false,0.4105,1,заявка принята
637,54,EKB,118308.67,4091.94,mobile,support,2025-11-08,false,0.7653,1,перевод в другой отдел
638,39,MSK,79240.61,8166.77,offline,support,2024-03-17,true,0.3054,0,повторное обращение
639,46,KZN,39000.87,5784.94,mobile,risk,2025-04-09,true,0.5204,1,повторное обращение
640,40,ROV,63101.53,2457.69,mobile,support,2025-08-14,true,0.6779,1,клиент не отвечает
641,52,MSK,77164.13,1629.35,mobile,support,2025-05-29,false,0.3012,1,заявка принята
642,27,MSK,94416.41,2650.1,mobile,risk,2025-06-15,true,0.5723,1,
643,38,MSK,65171.03,4726.14,web,ops,2025-02-06,false,0.5973,1,клиент не отвечает
644,43,SPB,81670.01,1449.53,web,ops,2024-09-01,true,0.8138,1,повторное обращение
645,47,MSK,,4220.27,web,support,2024-03-19,true,0.8666,1,документы на проверке
646,29,MSK,58416.68,3064.7,web,support,2024-04-06,false,0.6734,0,клиент не отвечает
647,26,NSK,40514.24,8464.44,web,risk,2024-04-25,true,0.5198,1,повторное обращение
648,61,NSK,59726.99,2090.73,web,support,2025-10-16,false,0.4626,1,
649,26,SPB,61784.9,39900.26,web,ops,2024-10-09,true,0.1623,1,документы на проверке
650,27,NSK,17831.44,7815.21,mobile,sales,2024-05-30,true,0.4892,1,документы на проверке
651,54,EKB,24169.82,2139.22,web,sales,2024-11-09,false,0.4577,1,
652,39,MSK,97864.17,18632.1,offline,sales,2024-05-26,true,0.4603,1,клиент не отвечает
653,33,MSK,30877.21,6159.31,mobile,sales,2024-11-05,true,0.4723,1,документы на проверке
654,18,KZN,81318.39,3852.65,mobile,risk,2024-10-31,false,0.6543,0,документы на проверке
655,46,KZN,64506.17,4521.64,mobile,risk,2024-12-28,false,0.7972,1,клиент не отвечает
656,18,MSK,66829.78,23333.98,web,risk,2025-02-06,true,0.6057,0,клиент не отвечает
657,46,SPB,72612.03,2040.9,web,ops,2024-03-03,true,0.1667,1,
658,39,EKB,28819.99,8879.63,mobile,risk,2025-05-11,true,0.6065,0,заявка принята
659,44,KZN,47009.26,1187.89,web,ops,2024-05-04,false,0.5525,0,повторное обращение
660,47,NSK,180865.98,5903.25,partner,sales,2024-05-25,true,0.1975,0,повторное обращение
661,19,MSK,48987.75,5391.37,mobile,risk,2025-01-30,true,0.4898,1,клиент не отвечает
662,27,MSK,63303.12,2074.02,offline,ops,2024-12-29,false,0.6044,0,
663,36,MSK,88643.42,14231.73,web,sales,2025-11-02,false,0.5163,0,клиент не отвечает
664,33,MSK,45301.23,22236.12,mobile,ops,2025-09-12,false,0.2011,1,повторное обращение
665,32,NSK,30106.49,4436.31,web,risk,2024-08-30,true,0.2828,0,
666,53,SPB,66729.03,11143.13,web,sales,2024-11-24,false,0.321,0,клиент не отвечает
667,49,NSK,58468.12,1031.65,mobile,ops,2024-03-29,true,0.7004,0,повторное обращение
668,44,MSK,92254.28,2234.47,mobile,ops,2024-07-31,false,0.5305,0,документы на проверке
669,28,NSK,31302.85,3703.43,web,sales,2025-06-13,true,0.7102,0,клиент не отвечает
670,39,SPB,29181.96,8995.44,web,risk,2025-09-25,true,0.7524,1,документы на проверке
671,18,MSK,49614.97,1693.9,partner,support,2025-07-14,false,0.5829,0,
672,41,SPB,68902.35,3541.56,mobile,ops,2025-07-18,true,0.4762,0,перевод в другой отдел
673,37,SPB,46823.08,1534.42,mobile,ops,2025-07-19,false,0.4268,0,клиент не отвечает
674,33,SPB,35687.16,12674.75,offline,support,2025-03-23,true,0.3303,1,повторное обращение
675,39,SPB,105784.03,8803.89,web,sales,2024-02-28,true,0.524,0,перевод в другой отдел
676,48,NSK,38098.37,4301.39,offline,sales,2024-09-13,true,0.5553,0,клиент не отвечает
677,31,KZN,55856.86,2959.86,mobile,support,2024-11-22,true,0.1931,1,заявка принята
678,30,ROV,110348.32,2443.41,web,sales,2024-05-25,true,0.6621,1,
679,19,ROV,88907.36,5287.53,partner,sales,2024-10-12,false,0.6221,0,клиент не отвечает
680,49,SPB,44162.37,5071.09,offline,sales,2024-01-27,false,0.5309,1,перевод в другой отдел
681,43,EKB,98619.48,3080.3,web,sales,2025-07-20,false,0.2864,0,документы на проверке
682,22,NSK,37502.6,2083.16,web,risk,2025-08-07,false,0.5634,1,перевод в другой отдел
683,36,NSK,32744.39,17076.26,web,support,2025-04-18,true,0.6458,1,клиент не отвечает
684,49,NSK,49689.42,20165.64,partner,ops,2024-09-21,false,0.5491,0,перевод в другой отдел
685,42,NSK,66599.37,27322.81,mobile,risk,2025-07-20,true,0.4412,0,
686,70,MSK,114940.17,1965.63,mobile,sales,2025-06-03,true,0.4853,0,повторное обращение
687,42,KZN,31538.85,5594.19,offline,ops,2025-04-26,false,0.7343,1,документы на проверке
688,49,MSK,65352.6,2498.72,partner,risk,2025-01-22,true,0.5436,0,
689,36,ROV,37204.47,5575.51,partner,ops,2025-06-24,false,0.3356,0,
690,25,MSK,47344.27,975.02,web,risk,2025-04-11,true,0.4803,0,
691,39,KZN,46312.94,22959.54,web,support,2025-03-04,true,0.802,1,документы на проверке
692,38,EKB,93290.85,3475.49,offline,ops,2025-06-01,false,0.9041,1,
693,43,MSK,36620.06,15717.62,partner,ops,2024-05-09,false,0.4289,0,заявка принята
694,24,MSK,48581.4,5833.24,mobile,sales,2024-12-10,true,0.0024,1,
695,56,SPB,51945.34,8489.02,mobile,ops,2024-07-06,true,0.5927,0,повторное обращение
696,50,SPB,49796.53,4577.36,mobile,sales,2024-10-31,true,0.3627,0,документы на проверке
697,23,SPB,44397.72,3896.81,web,risk,2024-12-21,true,0.4856,0,перевод в другой отдел
698,36,KZN,70699.57,5836.84,web,sales,2024-01-27,false,0.7013,1,документы на проверке
699,26,MSK,115642.05,1776.13,mobile,risk,2024-08-15,false,0.597,0,повторное обращение
700,28,NSK,134663.02,1150.63,mobile,risk,2025-07-25,true,0.5036,0,
701,31,NSK,44427.73,4106.95,web,support,2024-10-16,true,0.413,1,документы на проверке
702,50,MSK,63740.45,2081.31,mobile,risk,2025-10-08,false,0.2759,1,клиент не отвечает
703,18,KZN,157769.46,4288.65,web,risk,2024-10-29,true,0.4249,1,перевод в другой отдел
704,26,MSK,73951.44,3788.0,mobile,ops,2025-09-07,true,0.6049,1,заявка принята
705,34,KZN,44370.68,3404.54,web,ops,2024-02-25,true,0.7172,1,перевод в другой отдел
706,35,SPB,119899.04,6844.74,mobile,risk,2025-09-11,true,0.4684,0,клиент не отвечает
707,53,ROV,68287.59,4629.12,web,support,2025-07-02,true,0.661,0,перевод в другой отдел
708,46,SPB,50515.81,2266.51,web,support,2024-02-04,true,0.1348,0,клиент не отвечает
709,34,EKB,133493.26,3952.6,partner,support,2025-08-25,true,0.431,0,документы на проверке
710,51,SPB,43755.24,5259.3,offline,ops,2024-08-15,false,0.266,0,клиент не отвечает
711,33,SPB,83787.39,4962.24,mobile,support,2025-01-13,true,0.7839,1,
712,35,NSK,63953.69,19776.7,mobile,sales,2025-02-16,false,0.6031,0,документы на проверке
713,35,MSK,43961.98,3422.17,web,risk,2024-01-06,true,0.2806,1,документы на проверке
714,42,SPB,35421.7,5115.96,mobile,sales,2025-03-11,false,0.2928,0,повторное обращение
715,38,EKB,30132.7,4146.32,web,ops,2024-01-10,false,0.403,1,перевод в другой отдел
716,33,MSK,128802.79,2331.1,mobile,support,2025-06-15,false,0.1458,1,клиент не отвечает
717,40,EKB,85020.98,3278.54,web,ops,2024-01-06,true,0.6662,0,повторное обращение
718,32,SPB,57998.16,2791.78,web,support,2025-10-05,true,0.3001,1,перевод в другой отдел
719,32,SPB,36732.24,17293.76,web,support,2025-08-29,true,0.8973,0,перевод в другой отдел
720,44,MSK,73227.61,9029.62,web,risk,2024-08-02,true,0.7187,1,повторное обращение
721,56,MSK,96266.51,4576.41,mobile,ops,2024-11-05,true,0.6862,1,повторное обращение
722,27,SPB,42711.33,6379.37,partner,support,2025-10-10,true,0.4454,0,клиент не отвечает
723,25,KZN,65380.15,3591.17,web,risk,2025-11-17,false,0.4325,1,повторное обращение
724,19,ROV,11907.08,3508.84,offline,risk,2024-04-06,false,0.2632,1,документы на проверке
725,52,MSK,58742.67,6369.0,offline,sales,2025-04-27,false,0.3936,0,клиент не отвечает
726,47,NSK,34929.23,7635.52,mobile,support,2024-03-25,true,0.776,0,заявка принята
727,20,SPB,16404.19,10004.49,offline,risk,2024-06-22,false,0.6087,1,документы на проверке
728,55,SPB,77878.93,3019.73,web,sales,2025-09-15,false,0.5337,1,повторное обращение
729,22,ROV,63505.15,3352.3,web,sales,2024-03-31,true,0.2501,1,повторное обращение
730,37,NSK,176828.84,2392.73,partner,sales,2024-11-11,true,0.3956,0,
731,38,MSK,43420.29,3206.52,web,support,2024-07-23,false,0.414,1,перевод в другой отдел
732,34,SPB,41691.16,3687.88,web,support,2025-08-22,true,0.3765,0,
733,22,EKB,71135.8,2318.12,mobile,support,2024-08-11,true,0.6147,1,заявка принята
734,21,SPB,42274.76,40161.6,web,risk,2025-10-06,true,0.4829,0,повторное обращение
735,28,NSK,99791.96,4205.22,mobile,sales,2025-09-23,false,0.587,1,
736,19,MSK,38846.88,13573.14,offline,ops,2024-10-02,false,0.7117,1,документы на проверке
737,52,ROV,76747.55,11321.98,web,support,2025-04-14,false,0.5485,1,заявка принята
738,33,MSK,49153.73,1529.19,web,risk,2025-05-03,true,0.4089,0,клиент не отвечает
739,26,MSK,49129.7,3546.23,partner,support,2024-11-30,false,0.4545,1,документы на проверке
740,34,SPB,65857.76,8446.81,mobile,risk,2024-12-14,true,0.5529,1,документы на проверке
741,28,MSK,59871.44,3295.63,web,ops,2025-03-11,false,0.4041,0,клиент не отвечает
742,31,MSK,37918.52,4567.15,mobile,sales,2024-04-13,false,0.3262,1,заявка принята
743,41,SPB,77093.38,1535.69,web,sales,2025-05-29,false,0.5901,1,
744,30,SPB,44033.94,2156.34,partner,risk,2025-06-11,false,0.7017,0,клиент не отвечает
745,47,MSK,21407.49,6261.23,mobile,risk,2024-01-25,true,0.554,1,перевод в другой отдел
746,36,SPB,68037.75,3051.39,mobile,sales,2024-05-28,false,0.5365,0,перевод в другой отдел
747,30,NSK,113314.5,1743.8,offline,sales,2025-09-15,true,0.6745,0,клиент не отвечает
748,18,SPB,45096.89,801.94,partner,sales,2024-04-29,false,0.4871,1,перевод в другой отдел
749,26,KZN,24172.52,1646.79,mobile,support,2025-05-28,false,0.3612,1,повторное обращение
750,33,SPB,,3885.02,partner,risk,2025-09-05,false,0.3807,1,заявка принята
751,38,SPB,31825.22,13213.13,offline,risk,2025-05-02,true,0.5438,1,перевод в другой отдел
752,32,SPB,77931.92,10196.7,mobile,risk,2024-02-03,true,0.6498,1,
753,18,MSK,62098.13,8330.5,mobile,ops,2024-06-08,true,0.5541,0,документы на проверке
754,30,ROV,59257.04,11824.69,web,sales,2024-08-11,true,0.6636,1,документы на проверке
755,32,EKB,50906.17,9529.48,partner,risk,2025-11-11,false,0.8592,0,документы на проверке
756,26,KZN,50109.49,1787.08,web,support,2024-10-22,false,0.4701,1,клиент не отвечает
757,27,MSK,53063.15,1686.07,web,sales,2024-01-24,true,0.2831,1,повторное обращение
758,25,MSK,80427.89,2129.04,offline,support,2025-04-28,true,0.4242,0,перевод в другой отдел
759,40,MSK,53602.27,4015.81,mobile,support,2025-05-27,false,0.5588,1,повторное обращение
760,38,MSK,77886.21,4680.72,offline,ops,2025-03-03,true,0.7979,0,
761,40,NSK,56382.3,2773.02,mobile,sales,2025-02-13,false,0.2538,1,клиент не отвечает
762,39,KZN,83160.8,7193.29,partner,risk,2024-09-05,true,0.4281,0,перевод в другой отдел
763,52,MSK,59304.11,2786.66,mobile,ops,2025-04-06,false,0.6579,1,документы на проверке
764,44,NSK,126391.4,6790.03,mobile,support,2025-05-01,false,0.532,1,повторное обращение
765,37,MSK,45551.93,2320.57,mobile,risk,2025-06-04,false,0.2328,1,клиент не отвечает
766,32,SPB,93068.33,1235.07,mobile,ops,2025-06-21,false,0.4355,0,клиент не отвечает
767,66,SPB,43145.2,27191.56,mobile,support,2025-05-25,true,0.549,1,
768,49,NSK,28002.42,3810.09,mobile,risk,2024-10-04,true,0.2506,0,заявка принята
769,24,MSK,89091.21,6391.28,mobile,risk,2024-04-03,true,0.5821,1,повторное обращение
770,33,MSK,68194.79,5607.67,mobile,risk,2024-07-20,false,0.501,0,заявка принята
771,32,NSK,31755.83,7644.0,web,support,2024-01-01,false,0.5224,1,документы на проверке
772,35,SPB,35493.0,2226.6,mobile,risk,2025-11-25,false,0.7621,1,
773,18,ROV,58091.23,1556.6,web,risk,2025-03-29,true,0.6921,0,повторное обращение
774,41,MSK,43098.53,2041.44,web,support,2024-11-27,false,0.2096,0,повторное обращение
775,47,MSK,184343.65,3403.38,web,risk,2024-05-28,false,0.3123,1,
776,33,NSK,31407.91,5611.89,partner,ops,2024-01-20,true,0.6516,1,повторное обращение
777,33,KZN,54138.66,6035.18,web,support,2024-10-07,true,0.3922,1,повторное обращение
778,31,EKB,92781.27,13279.53,web,risk,2024-03-01,false,0.693,1,перевод в другой отдел
779,25,MSK,71744.69,5172.32,mobile,risk,2025-07-24,false,0.4644,1,
780,58,MSK,77988.74,2335.49,web,support,2025-04-24,false,0.5524,1,перевод в другой отдел
781,48,MSK,74091.23,12998.34,partner,ops,2025-05-31,false,0.9656,0,документы на проверке
782,22,NSK,100108.44,19624.33,mobile,ops,2025-04-21,true,0.5218,1,
783,34,NSK,151068.74,3672.05,web,ops,2024-01-09,false,0.6097,0,повторное обращение
784,37,EKB,53728.45,10620.15,partner,risk,2024-07-12,true,0.6376,0,перевод в другой отдел
785,39,NSK,100831.15,11246.44,web,risk,2025-11-04,false,0.5477,0,повторное обращение
786,29,ROV,51853.12,11812.69,partner,ops,2025-03-30,true,0.5756,0,клиент не отвечает
787,50,MSK,65408.31,16407.66,web,sales,2024-08-02,false,0.5689,0,
788,22,SPB,50949.23,1668.03,mobile,sales,2025-03-06,true,0.3266,1,перевод в другой отдел
789,31,MSK,70911.36,9798.43,offline,ops,2024-01-17,false,0.6292,1,
790,31,MSK,63800.81,944.49,partner,sales,2025-09-02,false,0.3829,0,перевод в другой отдел
791,21,SPB,61010.43,16020.89,web,risk,2024-06-15,true,0.2844,0,перевод в другой отдел
792,28,KZN,27894.5,6482.4,web,ops,2025-07-06,true,0.609,0,повторное обращение
793,46,MSK,56831.33,11807.34,mobile,sales,2025-05-02,false,0.6081,1,повторное обращение
794,31,ROV,30255.6,12833.14,web,support,2025-06-11,true,0.7112,0,повторное обращение
795,27,EKB,68288.84,1252.01,mobile,risk,2025-04-18,false,0.2602,1,повторное обращение
796,32,MSK,120391.45,8134.82,mobile,ops,2024-01-12,false,0.6639,1,перевод в другой отдел
797,47,ROV,129687.94,2487.01,offline,risk,2024-12-11,true,0.8458,1,перевод в другой отдел
798,24,EKB,81336.61,8732.02,web,sales,2024-04-06,false,0.8169,0,заявка принята
799,51,MSK,54661.46,4525.29,mobile,support,2024-07-22,false,0.705,0,документы на проверке
800,32,KZN,89688.91,4758.7,mobile,sales,2025-10-12,true,0.4488,0,
801,54,NSK,103500.44,12280.49,web,support,2024-01-01,false,0.8609,1,повторное обращение
802,52,ROV,54732.49,29138.95,mobile,support,2024-06-12,false,0.3947,1,документы на проверке
803,45,MSK,51628.4,2074.56,mobile,sales,2024-08-25,false,0.8299,1,заявка принята
804,22,MSK,130470.18,1808.86,partner,ops,2025-05-13,true,0.4467,0,документы на проверке
805,71,NSK,24282.46,17783.67,mobile,ops,2024-02-28,false,0.8872,1,
806,35,NSK,72496.2,7851.69,mobile,ops,2025-08-28,false,0.1221,0,заявка принята
807,60,SPB,69084.61,20518.72,partner,sales,2025-08-27,true,0.5043,0,документы на проверке
808,63,MSK,94197.39,20660.5,partner,sales,2025-10-24,false,0.7737,1,документы на проверке
809,40,SPB,86588.98,9085.16,offline,support,2025-10-07,true,0.4725,0,перевод в другой отдел
810,56,EKB,18694.02,2386.18,mobile,sales,2025-04-14,false,0.3552,1,повторное обращение
811,43,NSK,52578.96,9271.29,web,support,2024-11-09,true,0.809,1,
812,24,NSK,58756.88,3890.32,web,support,2024-11-26,true,0.6497,0,документы на проверке
813,32,NSK,63737.05,5302.6,offline,sales,2025-09-04,false,0.7085,0,перевод в другой отдел
814,44,SPB,31725.77,12831.76,mobile,sales,2024-08-18,true,0.6402,1,повторное обращение
815,20,MSK,45154.9,5761.11,offline,sales,2024-09-06,false,0.4307,1,клиент не отвечает
816,24,NSK,122032.48,21328.76,partner,ops,2025-01-07,false,0.6266,1,клиент не отвечает
817,20,ROV,62173.47,4534.69,web,risk,2025-09-10,false,0.7912,0,
818,28,KZN,17818.15,4035.66,web,ops,2024-06-24,false,0.0391,0,документы на проверке
819,23,SPB,33537.17,10531.3,mobile,risk,2025-09-04,true,0.1999,0,клиент не отвечает
820,40,NSK,42704.51,1539.87,web,risk,2025-09-16,false,0.7028,0,документы на проверке
821,62,NSK,125353.35,1872.1,mobile,support,2024-01-31,false,0.8484,0,
822,41,ROV,112283.83,2928.28,web,support,2024-07-06,false,0.5631,1,повторное обращение
823,31,SPB,53673.23,1832.94,web,risk,2025-09-12,true,0.1533,0,
824,32,ROV,30013.68,8253.0,mobile,support,2025-10-13,true,0.5882,0,документы на проверке
825,40,KZN,73187.42,8379.25,mobile,support,2024-02-01,true,0.6724,1,перевод в другой отдел
826,43,EKB,43612.22,2701.31,mobile,risk,2025-11-05,false,0.4759,1,клиент не отвечает
827,54,MSK,57615.64,15900.08,mobile,sales,2025-11-10,false,0.4178,0,документы на проверке
828,31,MSK,37224.54,3601.2,web,ops,2025-05-18,false,0.3951,0,документы на проверке
829,27,KZN,70762.35,7784.87,mobile,sales,2025-08-24,true,0.6458,1,
830,36,MSK,51415.65,5967.31,web,ops,2025-06-04,true,0.562,0,повторное обращение
831,61,KZN,37799.64,1451.99,web,sales,2025-01-25,true,0.7659,0,перевод в другой отдел
832,46,KZN,93517.17,2316.06,mobile,risk,2025-11-27,false,0.514,1,повторное обращение
833,54,ROV,30646.51,645.35,mobile,risk,2025-10-03,true,0.414,0,
834,38,EKB,40405.83,4726.25,mobile,risk,2024-10-18,false,0.416,1,документы на проверке
835,36,SPB,45265.46,8062.17,web,sales,2025-05-05,true,0.8137,1,заявка принята
836,41,EKB,33662.98,4027.55,mobile,sales,2024-08-03,true,0.4104,0,документы на проверке
837,44,KZN,35690.63,4491.36,mobile,support,2025-11-04,true,0.5192,1,клиент не отвечает
838,46,NSK,50721.26,5410.33,web,risk,2024-02-09,true,0.5671,1,
839,39,NSK,77792.44,1608.21,partner,sales,2025-10-26,false,0.6854,0,документы на проверке
840,31,NSK,117124.7,5630.77,mobile,ops,2024-06-05,false,0.3942,1,повторное обращение
841,48,MSK,53338.96,7256.98,partner,ops,2025-07-08,false,0.7119,1,повторное обращение
842,44,ROV,45946.82,3920.94,mobile,risk,2024-11-29,true,0.3683,1,
843,29,EKB,87802.4,3085.93,web,ops,2025-10-21,false,0.4847,1,повторное обращение
844,23,SPB,54493.78,587.71,offline,ops,2024-07-03,true,0.5519,1,
845,42,MSK,117175.15,7017.52,web,support,2025-02-25,true,0.7344,0,
846,56,SPB,86164.59,21878.63,web,sales,2024-01-22,true,0.8146,0,перевод в другой отдел
847,44,ROV,40912.09,9264.32,web,risk,2025-05-01,true,0.3853,1,перевод в другой отдел
848,30,MSK,43146.06,11541.89,offline,ops,2024-09-12,true,0.8162,1,клиент не отвечает
849,40,KZN,54986.11,3172.17,offline,support,2024-01-21,false,0.5392,1,перевод в другой отдел
850,62,MSK,45127.04,14854.91,web,risk,2024-03-26,false,0.4813,1,заявка принята
851,26,ROV,38718.56,1703.1,web,support,2025-10-26,false,0.3433,0,перевод в другой отдел
852,25,MSK,90324.86,1231.74,web,support,2025-08-10,false,0.5705,0,повторное обращение
853,47,MSK,77200.52,8585.04,mobile,risk,2024-12-20,true,0.4106,0,клиент не отвечает
854,37,SPB,80573.99,5061.08,mobile,sales,2024-01-10,false,0.5836,0,документы на проверке
855,52,ROV,70823.17,7976.58,offline,sales,2024-07-23,true,0.6118,0,повторное обращение
856,62,MSK,35212.16,4802.22,mobile,support,2025-09-11,false,0.7512,1,перевод в другой отдел
857,36,KZN,60298.83,10757.28,web,support,2024-03-18,false,0.2707,0,повторное обращение
858,46,NSK,60354.31,2503.66,partner,support,2025-11-01,false,0.7279,0,перевод в другой отдел
859,38,MSK,101269.15,15968.33,mobile,sales,2024-11-22,false,0.4442,0,
