client_id,age,region,income,transaction_amount,channel,department,signup_date,is_active,score,legacy_flag,comment,client_type
100907,65.2,SPB,98343.43,15920.54,mobile,risk,2025-08-11,false,0.5588,0,клиент не отвечает,sme
100908,36.7,MSK,48281.9,8055.27,web,sales,2025-10-26,true,0.3893,0,,retail
100909,34.7,MSK,,10948.44,mobile,legal,2024-08-04,false,0.5757,0,заявка принята,corporate
968,46.0,OTHER_17,135201.5,2214.49,mobile,support,2026-06-04,false,0.3877,0,повторное обращение,retail
100911,30.0,KZN,17224.73,3285.44,offline,ops,2026-06-17,false,1.0317,0,клиент не отвечает,retail
100912,52.6,OTHER_17,58369.59,14512.13,partner,growth,2025-03-12,false,0.7885,0,перевод в другой отдел,sme
100913,52.1,SPB,36805.79,5526.11,mobile,sales,2025-12-05,true,0.6854,0,документы на проверке,sme
100914,56.1,KZN,45674.12,7824.65,mobile,risk,2024-09-20,true,0.5314,0,клиент не отвечает,sme
100915,40.2,SPB,130179.88,9853.09,web,sales,2025-10-15,true,0.3695,0,клиент не отвечает,sme
100916,49.3,SPB,100489.13,1422.35,partner,legal,2024-10-27,false,0.9943,0,перевод в другой отдел,corporate
513,40.5,UNKNOWN,65230.89,10382.68,mobile,ops,2026-04-24,true,0.3146,0,,sme
100918,17.2,MSK,,3802.79,web,ops,2025-11-02,false,0.6099,0,клиент не отвечает,corporate
100919,18.7,MSK,46334.54,15277.37,mobile,ops,2026-03-07,false,0.5195,0,документы на проверке,retail
100920,64.9,UNKNOWN,86467.62,14189.46,mobile,support,2025-05-21,true,0.5059,0,документы на проверке,retail
100921,30.3,MSK,,17264.21,web,ml,2025-07-29,true,0.631,0,повторное обращение,sme
100922,74.4,UNKNOWN,196596.54,9106.04,mobile,growth,2026-03-24,false,0.4946,0,повторное обращение,sme
100923,40.0,MSK,36902.42,1850.23,mobile,sales,2025-07-27,true,0.4413,0,перевод в другой отдел,sme
2456,23.3,EKB,64568.2,2942.57,web,ml,2026-01-28,true,0.3591,0,заявка принята,retail
100925,28.4,UNKNOWN,34322.18,6064.55,web,sales,2026-03-25,true,0.6861,0,,retail
100926,31.4,OTHER_17,120706.49,11816.77,web,legal,2025-05-06,false,0.5287,0,,sme
100927,44.5,KZN,45441.41,2373.35,mobile,legal,2025-08-02,false,0.7749,0,,retail
100928,45.1,UNKNOWN,46685.14,2000.77,mobile,ops,2025-07-26,false,0.559,0,,sme
100929,33.7,SPB,,3694.34,partner,support,2026-05-06,false,0.7548,0,перевод в другой отдел,corporate
100930,34.3,SPB,40682.7,6213.8,mobile,risk,2024-08-31,true,0.6248,0,документы на проверке,sme
1525,53.3,MSK,92299.66,54968.62,web,risk,2025-09-18,false,0.6025,0,перевод в другой отдел,sme
100932,63.3,NSK,,15420.5,mobile,ops,2026-01-21,false,0.5036,0,заявка принята,retail
100933,43.0,UNKNOWN,79891.86,6598.75,offline,support,2025-08-07,false,0.4343,0,перевод в другой отдел,sme
100934,25.8,MSK,51517.66,17484.8,web,ml,2024-11-18,true,0.1908,0,перевод в другой отдел,corporate
100935,45.4,UNKNOWN,70513.86,17054.05,partner,sales,2025-05-04,true,0.2175,0,,retail
100936,37.2,SPB,,3283.55,partner,sales,2025-07-03,true,0.5025,0,клиент не отвечает,retail
100937,49.5,KZN,55134.21,6495.44,mobile,ml,2026-02-06,true,0.3484,0,повторное обращение,retail
2430,42.8,MSK,93487.71,18420.36,partner,ops,2025-07-15,false,0.3456,0,,sme
100939,35.0,KZN,90692.31,31471.9,web,legal,2025-07-02,true,0.7938,0,перевод в другой отдел,retail
100940,28.8,MSK,60375.58,10454.62,mobile,support,2025-10-18,false,0.3936,0,заявка принята,corporate
100941,38.6,SPB,92182.03,56164.92,mobile,growth,2026-02-24,true,0.3545,0,перевод в другой отдел,retail
100942,41.9,OTHER_17,55615.72,1220.49,partner,sales,2026-03-14,false,0.5129,0,,sme
100943,36.7,UNKNOWN,,4200.27,web,support,2026-03-09,false,0.3225,0,клиент не отвечает,retail
100944,35.9,KZN,99498.24,7526.32,mobile,ml,2026-05-10,false,0.6392,0,перевод в другой отдел,retail
328,29.1,EKB,151333.88,16791.64,mobile,risk,2026-02-28,true,0.9084,0,документы на проверке,corporate
100946,27.5,MSK,68469.86,3830.46,partner,growth,2024-12-18,false,0.6989,0,перевод в другой отдел,retail
100947,16.4,UNKNOWN,100497.37,7821.21,web,ops,2024-10-04,true,0.6752,0,перевод в другой отдел,sme
100948,31.3,NSK,42166.92,20770.27,mobile,legal,2026-01-10,false,0.7823,0,перевод в другой отдел,retail
100949,60.0,MSK,138221.46,7754.85,partner,legal,2025-12-18,false,0.708,0,клиент не отвечает,corporate
100950,26.9,NSK,64847.93,11001.99,mobile,risk,2024-12-18,true,0.1018,0,документы на проверке,corporate
100951,22.6,MSK,295183.52,12603.86,web,risk,2025-09-05,false,0.5918,0,заявка принята,corporate
1831,44.3,MSK,40086.94,12484.32,mobile,growth,2025-03-05,false,0.3819,0,,retail
100953,53.6,KZN,26043.35,5532.04,web,legal,2026-05-05,true,0.5049,0,документы на проверке,sme
100954,33.8,MSK,84874.51,1524.22,mobile,support,2026-03-14,true,0.6262,0,заявка принята,retail
100955,27.9,MSK,50744.37,2624.07,partner,support,2025-12-05,false,0.0926,0,перевод в другой отдел,corporate
100956,31.2,EKB,62173.47,2961.89,web,support,2024-10-19,false,0.5906,0,заявка принята,sme
100957,44.5,NSK,59358.7,32263.23,partner,legal,2025-11-29,true,0.8236,0,,corporate
100958,46.1,SPB,101055.07,4223.69,web,legal,2025-07-23,false,0.452,0,повторное обращение,sme
1691,37.4,MSK,24618.72,7785.76,partner,ops,2025-04-24,true,0.751,0,документы на проверке,retail
100960,40.7,MSK,65571.05,6822.1,offline,ml,2025-06-07,true,0.4603,0,заявка принята,corporate
100961,51.4,MSK,45192.22,3193.18,web,legal,2025-07-08,true,0.6482,0,повторное обращение,retail
100962,59.2,KZN,99567.76,5101.94,mobile,growth,2025-04-08,false,0.8435,0,клиент не отвечает,retail
100963,52.8,SPB,74117.93,8622.92,web,legal,2024-10-22,false,0.5848,0,перевод в другой отдел,retail
100964,34.0,EKB,63445.81,4648.62,offline,ops,2026-04-05,true,0.4686,0,заявка принята,sme
100965,29.4,OTHER_17,70171.92,37251.38,web,support,2025-05-01,false,0.7985,0,перевод в другой отдел,corporate
2992,2.8,MSK,26628.58,10972.44,partner,risk,2025-06-22,true,0.4484,0,перевод в другой отдел,sme
100967,64.0,EKB,193991.91,3556.36,mobile,risk,2024-07-31,true,0.6458,0,клиент не отвечает,retail
100968,40.9,UNKNOWN,63033.08,4086.02,web,ml,2025-05-01,true,0.6812,0,клиент не отвечает,retail
100969,56.6,MSK,98185.49,5168.6,partner,legal,2026-03-11,false,0.431,0,документы на проверке,retail
100970,66.6,MSK,77226.69,15837.61,web,ops,2024-11-28,false,0.5228,0,документы на проверке,corporate
100971,34.8,SPB,75405.53,2452.24,partner,legal,2025-06-04,true,0.8702,0,,corporate
100972,39.4,SPB,46421.35,7862.58,web,support,2025-07-03,false,0.5049,0,повторное обращение,corporate
1768,55.6,OTHER_17,54973.53,8181.61,mobile,sales,2025-12-16,true,0.6619,0,перевод в другой отдел,corporate
100974,35.9,KZN,68298.52,5353.74,web,ml,2026-05-07,true,0.8641,0,заявка принята,corporate
100975,40.3,NSK,30020.4,7110.88,partner,ops,2026-04-29,false,0.8635,0,клиент не отвечает,corporate
100976,36.3,NSK,,15001.95,mobile,ops,2024-12-21,false,0.57,0,перевод в другой отдел,retail
100977,48.1,SPB,39232.78,4596.95,web,ops,2025-04-23,false,0.7009,0,повторное обращение,retail
100978,54.1,MSK,,13331.92,partner,ops,2025-07-08,true,0.6622,0,повторное обращение,sme
100979,34.2,KZN,,1377.21,web,growth,2025-09-25,false,0.4822,0,,corporate
300,29.4,EKB,50146.62,5731.55,mobile,support,2025-08-13,false,0.1343,0,клиент не отвечает,sme
100981,57.5,SPB,178154.59,5076.1,mobile,ml,2025-12-11,true,0.6826,0,заявка принята,corporate
100982,34.6,UNKNOWN,26938.18,1920.68,mobile,ops,2025-01-01,false,0.7401,0,заявка принята,retail
100983,23.8,UNKNOWN,44032.67,13614.63,partner,risk,2026-05-29,false,0.5544,0,документы на проверке,corporate
100984,42.9,MSK,72929.75,4441.82,mobile,growth,2025-11-14,false,0.6491,0,документы на проверке,corporate
100985,42.3,SPB,,8416.3,web,growth,2026-03-12,true,0.7051,0,документы на проверке,retail
100986,30.7,SPB,58085.64,2255.92,partner,ops,2025-12-31,true,0.5796,0,,sme
2528,53.9,SPB,126290.94,571.7,partner,risk,2025-11-25,true,0.4749,0,,retail
100988,40.6,KZN,37943.57,34971.75,web,sales,2024-09-20,true,0.4628,0,перевод в другой отдел,corporate
100989,39.3,MSK,132627.2,5952.94,web,sales,2025-08-24,false,0.5455,0,документы на проверке,sme
100990,52.3,MSK,146791.5,2799.05,partner,sales,2025-08-16,true,0.3323,0,перевод в другой отдел,corporate
100991,17.3,MSK,52433.32,6028.02,mobile,support,2026-02-23,true,0.1303,0,документы на проверке,sme
100992,47.0,MSK,75365.1,3571.93,offline,sales,2025-11-19,true,0.4043,0,повторное обращение,sme
100993,54.8,OTHER_17,34303.94,27359.64,web,ops,2025-04-04,true,0.5398,0,,retail
1689,35.2,SPB,,9248.23,web,growth,2024-09-27,true,0.8843,0,клиент не отвечает,sme
100995,40.6,KZN,107276.95,3581.77,web,ops,2024-11-20,false,0.3185,0,документы на проверке,sme
100996,38.4,EKB,56631.45,14680.38,web,growth,2026-04-23,false,0.5146,0,клиент не отвечает,corporate
100997,39.4,EKB,27601.74,7689.49,mobile,risk,2024-12-08,false,0.5811,0,,corporate
100998,26.7,UNKNOWN,38393.6,6927.44,web,support,2025-10-27,false,0.6858,0,,sme
100999,29.7,KZN,53569.42,5421.66,web,ops,2024-11-07,true,0.7123,0,заявка принята,corporate
101000,47.3,OTHER_17,74718.88,6269.6,mobile,risk,2025-02-27,true,0.8183,0,перевод в другой отдел,retail
1971,39.3,MSK,75206.22,6658.36,mobile,risk,2026-02-06,false,0.3243,0,перевод в другой отдел,sme
101002,59.3,NSK,73113.7,4613.52,mobile,ml,2025-04-03,true,0.6872,0,,sme
101003,57.4,NSK,26909.84,4801.25,web,legal,2026-03-26,false,0.4724,0,заявка принята,corporate
101004,46.3,SPB,55992.93,7796.4,web,risk,2025-09-06,false,0.6575,0,документы на проверке,retail
101005,29.1,SPB,101861.51,4613.77,web,support,2025-12-13,false,0.4248,0,документы на проверке,corporate
101006,43.7,NSK,58058.46,5030.28,web,growth,2025-07-19,true,0.3575,0,документы на проверке,sme
101007,18.7,MSK,58848.24,5561.62,offline,sales,2025-02-11,false,0.5365,0,,retail
98,29.2,SPB,,2181.11,partner,sales,2026-03-27,true,0.6138,0,,retail
101009,58.4,EKB,51567.12,2837.33,web,ml,2024-09-17,true,0.7125,0,документы на проверке,retail
101010,39.6,OTHER_17,82437.84,24754.22,web,support,2025-09-14,true,0.6085,0,документы на проверке,corporate
101011,36.0,UNKNOWN,129351.87,4922.76,mobile,growth,2025-09-02,false,0.3363,0,повторное обращение,retail
101012,39.4,SPB,43642.88,4610.95,web,legal,2025-09-06,false,0.505,0,,retail
101013,45.7,OTHER_17,117104.97,4100.48,mobile,sales,2025-01-11,true,0.6415,0,документы на проверке,corporate
101014,36.1,OTHER_17,,3581.14,web,risk,2024-12-09,true,0.6756,0,повторное обращение,retail
800,45.4,KZN,60193.63,7217.56,mobile,legal,2025-07-31,true,0.4777,0,клиент не отвечает,retail
101016,30.1,MSK,124839.48,9740.89,partner,ml,2025-04-28,true,0.7144,0,документы на проверке,corporate
101017,53.3,MSK,20896.53,8644.86,web,sales,2025-01-22,true,0.3975,0,документы на проверке,corporate
101018,42.2,SPB,121900.71,9177.22,web,legal,2025-03-01,false,0.4573,0,перевод в другой отдел,corporate
101019,56.6,MSK,83537.04,6249.64,mobile,ops,2025-01-01,true,0.5229,0,перевод в другой отдел,sme
101020,53.0,NSK,67823.47,4481.75,web,sales,2026-06-11,true,0.4682,0,перевод в другой отдел,corporate
101021,34.6,MSK,39534.53,2350.85,mobile,ml,2024-10-01,true,0.5666,0,,corporate
835,39.8,EKB,107099.38,19343.6,mobile,legal,2026-02-01,true,0.603,0,,retail
101023,34.6,OTHER_17,78355.55,3981.44,mobile,support,2025-10-30,false,0.7097,0,,retail
101024,33.6,MSK,56827.13,2242.97,mobile,support,2025-12-19,false,0.678,0,документы на проверке,corporate
101025,46.8,MSK,58014.78,19948.92,web,risk,2025-12-16,true,0.484,0,перевод в другой отдел,retail
101026,53.5,UNKNOWN,94480.64,7131.5,partner,growth,2024-07-28,true,0.5073,0,клиент не отвечает,corporate
101027,21.9,KZN,,14786.52,web,ops,2024-09-19,true,0.7265,0,заявка принята,sme
101028,51.5,SPB,99263.4,4251.74,web,sales,2025-10-02,true,1.0882,0,,corporate
1480,43.9,UNKNOWN,96586.28,10080.67,web,growth,2024-08-12,false,0.4832,0,перевод в другой отдел,corporate
101030,34.8,UNKNOWN,151824.17,6914.04,partner,ml,2026-01-27,true,0.437,0,заявка принята,retail
101031,23.0,MSK,45878.63,2626.42,web,risk,2025-07-23,true,0.801,0,повторное обращение,sme
101032,26.3,EKB,64377.36,2487.82,mobile,risk,2025-11-08,true,0.2566,0,перевод в другой отдел,retail
101033,60.0,MSK,67397.01,12298.35,web,ops,2025-05-16,false,0.6291,0,перевод в другой отдел,corporate
101034,72.5,MSK,66883.79,14027.14,mobile,risk,2024-09-16,false,0.7581,0,документы на проверке,retail
101035,43.4,OTHER_17,26799.49,3038.46,mobile,growth,2024-10-26,false,0.0465,0,перевод в другой отдел,sme
1198,36.4,UNKNOWN,86295.99,7105.6,web,legal,2025-09-29,true,0.7079,0,повторное обращение,retail
101037,38.0,MSK,70292.73,4742.37,partner,risk,2026-03-04,true,0.6604,0,документы на проверке,retail
101038,68.7,SPB,77521.59,2314.53,partner,sales,2025-08-04,false,0.7682,0,клиент не отвечает,sme
101039,48.9,NSK,108237.81,4818.59,mobile,risk,2025-01-12,false,0.1902,0,,corporate
101040,25.7,OTHER_17,149511.05,2164.83,web,ml,2025-12-30,true,0.2599,0,,retail
101041,24.5,OTHER_17,56777.84,19916.96,partner,growth,2026-04-13,true,0.4601,0,документы на проверке,retail
101042,40.2,SPB,41546.7,3236.11,web,risk,2025-11-23,false,0.7168,0,документы на проверке,sme
1790,53.5,OTHER_17,37785.42,4864.77,web,sales,2024-10-29,false,0.7828,0,заявка принята,corporate
101044,43.2,MSK,110135.11,5756.75,partner,sales,2024-08-14,false,0.393,0,документы на проверке,corporate
101045,23.7,SPB,36639.85,23164.56,mobile,risk,2024-11-26,true,0.6243,0,заявка принята,retail
101046,55.8,KZN,69032.84,6264.97,web,growth,2025-02-15,true,0.6013,0,перевод в другой отдел,corporate
101047,45.9,KZN,61394.12,13375.52,mobile,risk,2026-03-23,true,0.4946,0,документы на проверке,sme
101048,47.8,NSK,42176.77,11996.3,mobile,ops,2025-04-06,true,0.1887,0,заявка принята,corporate
101049,15.2,MSK,40648.15,6732.8,mobile,support,2025-08-18,true,0.4802,0,,retail
432,51.1,MSK,46546.05,3793.47,offline,sales,2025-12-19,true,0.2642,0,документы на проверке,sme
101051,49.9,SPB,65742.5,1164.08,web,support,2025-07-19,true,0.4876,0,,corporate
101052,52.6,EKB,26123.97,16472.18,web,ml,2026-04-22,true,0.7312,0,повторное обращение,corporate
101053,56.3,SPB,73586.57,4988.02,mobile,support,2026-03-19,false,0.6652,0,перевод в другой отдел,corporate
101054,44.4,UNKNOWN,70816.31,6622.88,mobile,legal,2025-09-15,false,0.7109,0,документы на проверке,retail
101055,33.0,OTHER_17,22780.31,3257.1,mobile,support,2026-02-06,true,0.6646,0,документы на проверке,corporate
101056,50.7,SPB,38150.41,9450.49,web,ops,2024-11-21,false,0.8116,0,клиент не отвечает,sme
2646,40.3,SPB,48729.76,10024.09,web,growth,2024-11-30,false,0.4743,0,повторное обращение,retail
101058,44.1,KZN,179270.67,18241.26,web,growth,2026-05-31,true,0.6089,0,клиент не отвечает,corporate
101059,54.8,MSK,64286.81,7169.74,partner,sales,2024-11-13,true,0.2879,0,,retail
101060,53.9,MSK,38426.85,2308.25,offline,growth,2024-08-17,false,0.5253,0,документы на проверке,retail
101061,31.3,MSK,130991.47,2316.69,mobile,ops,2026-04-19,false,0.5043,0,клиент не отвечает,retail
101062,62.0,EKB,,10437.56,web,ml,2025-08-14,true,0.3507,0,документы на проверке,corporate
101063,42.9,SPB,93395.54,29966.19,web,support,2026-04-02,true,0.7161,0,перевод в другой отдел,corporate
957,58.0,EKB,97626.36,16873.76,offline,support,2024-07-30,false,0.4079,0,,sme
101065,51.7,UNKNOWN,76223.11,2427.9,web,sales,2025-02-20,true,0.4971,0,клиент не отвечает,corporate
101066,29.2,UNKNOWN,,2592.39,partner,ml,2025-12-11,true,0.3874,0,,sme
101067,34.3,NSK,74993.09,20773.25,offline,ops,2025-04-04,true,0.4885,0,клиент не отвечает,corporate
101068,35.4,OTHER_17,30523.12,2134.35,web,growth,2025-02-21,false,0.7933,0,,corporate
101069,34.0,OTHER_17,175878.34,920.87,web,growth,2025-10-30,false,0.2522,0,,sme
101070,48.6,MSK,59402.34,22077.1,mobile,ml,2025-05-20,false,0.3033,0,заявка принята,retail
2392,52.8,SPB,161016.42,2018.37,mobile,support,2026-03-23,false,0.804,0,клиент не отвечает,corporate
101072,27.4,UNKNOWN,46890.65,4793.01,mobile,risk,2025-05-30,false,0.3673,0,заявка принята,sme
101073,47.0,MSK,,1997.2,web,legal,2026-04-08,true,0.5538,0,перевод в другой отдел,sme
101074,27.4,SPB,,16794.15,web,support,2025-05-09,true,0.4073,0,перевод в другой отдел,retail
101075,49.9,NSK,101650.21,51193.4,mobile,legal,2024-07-27,false,0.7655,0,документы на проверке,corporate
101076,51.9,NSK,,3878.49,partner,sales,2025-05-11,true,0.4083,0,перевод в другой отдел,retail
101077,30.6,SPB,,3210.64,mobile,growth,2025-09-19,true,0.2341,0,заявка принята,corporate
2775,39.6,MSK,38553.03,4995.69,offline,growth,2025-07-21,true,0.4181,0,заявка принята,sme
101079,47.4,MSK,188661.39,2554.44,mobile,risk,2025-02-26,false,0.6286,0,заявка принята,retail
101080,53.2,OTHER_17,58198.06,2554.65,web,ops,2026-02-26,false,0.3941,0,повторное обращение,retail
101081,71.0,SPB,51998.98,1199.3,web,growth,2026-02-10,false,0.1966,0,заявка принята,retail
101082,40.2,NSK,77168.96,11113.01,mobile,risk,2025-06-16,false,0.83,0,заявка принята,retail
101083,54.8,SPB,35916.03,9036.66,offline,sales,2025-03-13,true,0.4713,0,повторное обращение,corporate
101084,31.5,MSK,63216.44,4559.04,mobile,sales,2025-11-09,true,0.4114,0,документы на проверке,corporate
2112,56.0,OTHER_17,101440.26,8879.62,partner,ml,2024-09-18,false,0.8702,0,перевод в другой отдел,sme
101086,18.1,UNKNOWN,40259.53,12712.03,offline,risk,2025-04-24,false,0.6358,0,перевод в другой отдел,sme
101087,45.5,KZN,45641.42,11989.59,partner,legal,2026-02-28,true,0.4483,0,клиент не отвечает,retail
101088,30.5,UNKNOWN,36110.79,6004.23,mobile,ml,2026-05-07,true,0.8526,0,заявка принята,corporate
101089,30.3,SPB,117306.31,7650.13,web,risk,2026-02-28,false,0.5218,0,перевод в другой отдел,corporate
101090,38.9,MSK,,1722.88,web,growth,2025-08-11,true,0.4933,0,клиент не отвечает,corporate
101091,49.6,EKB,55539.69,3476.35,partner,ml,2025-04-14,true,0.7435,0,перевод в другой отдел,retail
958,45.1,SPB,129490.75,2339.29,web,legal,2025-04-04,true,0.2942,0,заявка принята,corporate
101093,64.3,SPB,67961.11,7289.89,partner,legal,2025-10-26,true,0.809,0,документы на проверке,retail
101094,32.5,NSK,88326.68,5196.37,mobile,risk,2025-03-21,true,0.3184,0,перевод в другой отдел,sme
101095,44.6,MSK,43534.14,5981.28,web,sales,2026-04-20,true,0.4437,0,перевод в другой отдел,retail
101096,21.2,UNKNOWN,66722.39,5439.73,web,ml,2026-06-09,true,0.4493,0,заявка принята,retail
101097,36.4,OTHER_17,87471.39,7805.29,web,legal,2025-09-28,true,0.7486,0,клиент не отвечает,sme
101098,61.9,MSK,71148.05,7455.95,mobile,support,2025-06-16,true,0.5722,0,повторное обращение,corporate
1403,40.4,OTHER_17,,6544.6,mobile,risk,2025-07-20,true,0.4188,0,,sme
101100,53.5,KZN,92773.64,2099.15,web,sales,2024-11-26,false,0.7417,0,клиент не отвечает,retail
101101,32.1,EKB,37402.73,10437.01,web,ops,2025-05-11,false,0.4141,0,перевод в другой отдел,retail
101102,64.2,MSK,58840.06,11383.34,web,support,2025-11-15,true,0.786,0,перевод в другой отдел,sme
101103,60.3,MSK,,19501.56,web,support,2024-10-15,true,0.4202,0,,retail
101104,57.6,OTHER_17,46542.42,7068.81,web,ops,2024-08-10,true,0.2752,0,перевод в другой отдел,retail
101105,29.1,MSK,62600.55,10089.29,web,ml,2025-10-30,true,0.4775,0,клиент не отвечает,sme
1425,30.7,OTHER_17,73810.91,4915.07,web,sales,2024-08-24,false,0.7381,0,перевод в другой отдел,sme
101107,41.2,MSK,,6650.25,offline,sales,2025-11-26,true,0.6869,0,заявка принята,retail
101108,47.4,OTHER_17,166375.81,9559.65,mobile,growth,2024-11-15,false,0.0555,0,документы на проверке,corporate
101109,57.1,MSK,,3680.33,web,ml,2024-10-25,false,0.5506,0,документы на проверке,corporate
101110,63.7,SPB,53703.32,6409.65,web,growth,2025-03-29,false,0.7698,0,повторное обращение,retail
101111,55.1,MSK,54863.25,10321.67,partner,ml,2026-02-03,false,0.5829,0,клиент не отвечает,retail
101112,52.4,MSK,72164.51,33466.63,web,support,2026-02-12,false,0.6173,0,повторное обращение,retail
550,35.7,OTHER_17,,25079.78,web,sales,2026-06-17,false,0.714,0,повторное обращение,retail
101114,55.0,UNKNOWN,113459.62,8012.51,mobile,sales,2026-04-26,true,0.3519,0,повторное обращение,sme
101115,47.8,MSK,66808.47,2315.27,web,legal,2025-12-18,false,0.7166,0,перевод в другой отдел,sme
101116,49.5,UNKNOWN,31779.36,19187.36,partner,ml,2025-10-26,false,0.2565,0,повторное обращение,corporate
101117,45.2,OTHER_17,99367.0,4475.12,mobile,ml,2024-11-20,true,0.6306,0,документы на проверке,corporate
101118,42.5,KZN,79915.01,5925.4,mobile,ops,2024-08-01,false,0.4033,0,документы на проверке,sme
101119,44.7,MSK,86171.23,13780.67,web,sales,2025-05-24,false,0.5426,0,,retail
79,9.8,UNKNOWN,32840.28,8888.45,mobile,sales,2025-05-17,true,0.6164,0,,sme
101121,40.9,OTHER_17,91747.95,16948.91,web,risk,2025-01-15,false,0.4501,0,перевод в другой отдел,retail
101122,33.4,NSK,57613.66,6161.64,mobile,sales,2025-05-19,false,-0.0872,0,документы на проверке,sme
101123,36.1,MSK,101341.94,7222.8,web,ml,2025-05-21,true,0.6626,0,заявка принята,corporate
101124,34.7,EKB,,6860.22,web,legal,2025-12-06,false,0.8053,0,документы на проверке,corporate
101125,65.1,MSK,53793.58,9529.32,offline,risk,2025-10-12,true,0.7104,0,,sme
101126,44.2,SPB,,8479.5,web,ops,2024-11-12,false,0.7006,0,повторное обращение,sme
2414,34.0,OTHER_17,44709.91,1582.42,web,risk,2025-11-26,false,0.8249,0,перевод в другой отдел,sme
101128,53.2,MSK,80657.32,42633.74,mobile,sales,2025-11-29,false,0.7005,0,заявка принята,corporate
101129,37.1,UNKNOWN,60637.87,2439.64,mobile,support,2024-08-19,false,0.424,0,заявка принята,corporate
101130,32.5,NSK,169436.57,14412.25,web,support,2025-12-03,true,0.6677,0,клиент не отвечает,sme
101131,15.6,KZN,89394.62,10042.77,mobile,sales,2024-09-12,true,0.4157,0,документы на проверке,sme
101132,41.7,MSK,68873.19,1378.72,mobile,support,2024-10-05,true,0.6103,0,перевод в другой отдел,corporate
101133,17.7,MSK,62574.55,5590.56,web,risk,2026-06-01,true,0.5936,0,,retail
1107,31.3,EKB,26476.03,21023.67,web,risk,2024-11-24,false,0.146,0,клиент не отвечает,corporate
101135,33.5,SPB,135454.78,36221.81,web,support,2025-05-20,true,0.6087,0,клиент не отвечает,retail
101136,24.4,KZN,,6191.47,web,ops,2026-01-16,false,0.4102,0,,sme
101137,44.4,SPB,36157.97,14492.12,web,ops,2025-09-04,true,0.5357,0,повторное обращение,corporate
101138,52.2,UNKNOWN,66988.97,7942.55,mobile,growth,2024-11-06,true,0.5948,0,клиент не отвечает,retail
101139,58.3,NSK,52840.77,13678.94,mobile,support,2025-10-12,true,0.2266,0,клиент не отвечает,retail
101140,45.4,MSK,46602.5,14594.66,mobile,ops,2025-12-27,true,0.5361,0,повторное обращение,corporate
1973,70.2,NSK,65065.93,5380.68,partner,sales,2026-05-24,true,0.2181,0,повторное обращение,sme
101142,44.3,MSK,149559.07,8802.14,web,ops,2025-05-14,false,0.5583,0,,sme
101143,33.9,KZN,28414.9,16116.96,web,ml,2025-04-14,true,0.454,0,перевод в другой отдел,sme
101144,30.5,UNKNOWN,103285.72,21102.92,mobile,ml,2025-05-23,true,0.9123,0,заявка принята,retail
101145,58.6,EKB,47886.35,30524.65,web,support,2024-11-22,true,0.3922,0,клиент не отвечает,sme
101146,24.9,EKB,80280.61,39020.87,web,legal,2024-09-04,false,0.0675,0,заявка принята,corporate
101147,51.0,MSK,31508.96,3014.42,mobile,sales,2025-11-20,false,0.4917,0,,retail
2969,57.7,MSK,,6501.58,mobile,legal,2026-06-17,true,0.7892,0,документы на проверке,corporate
101149,35.6,MSK,56897.74,19210.86,offline,ops,2025-06-27,true,0.6127,0,заявка принята,sme
101150,17.5,MSK,95398.82,6919.9,web,support,2024-07-30,false,0.5621,0,заявка принята,corporate
101151,42.7,MSK,53548.61,5050.51,partner,ml,2026-05-13,true,0.2711,0,повторное обращение,retail
101152,32.8,EKB,44919.95,32272.67,web,growth,2025-03-31,false,0.5986,0,перевод в другой отдел,retail
101153,24.5,OTHER_17,39457.7,11625.48,mobile,support,2026-05-17,true,0.3336,0,документы на проверке,corporate
101154,46.1,UNKNOWN,69868.11,4995.16,partner,support,2026-02-25,true,0.5393,0,перевод в другой отдел,retail
1548,26.4,SPB,30830.1,11145.93,web,risk,2025-03-05,false,0.5635,0,,sme
101156,15.1,MSK,,1412.34,mobile,risk,2025-02-15,false,0.6554,0,,sme
101157,39.1,SPB,51688.85,4817.9,mobile,legal,2025-04-09,false,0.7584,0,заявка принята,sme
101158,52.2,OTHER_17,66150.75,2480.56,mobile,ops,2025-04-28,true,0.7486,0,,corporate
101159,31.5,MSK,106746.86,2193.79,offline,support,2025-08-08,true,0.4204,0,заявка принята,retail
101160,65.5,MSK,92051.48,6153.68,web,ml,2025-05-05,true,0.4832,0,документы на проверке,corporate
101161,34.6,KZN,38426.99,6864.46,web,ml,2025-11-02,true,0.442,0,документы на проверке,corporate
2014,47.6,MSK,123982.35,3153.21,mobile,ops,2024-10-08,false,0.2227,0,клиент не отвечает,retail
101163,68.6,SPB,173463.96,4248.89,partner,risk,2026-05-27,true,0.4751,0,повторное обращение,corporate
101164,46.5,MSK,60780.35,2985.01,web,sales,2026-01-25,true,0.383,0,,sme
101165,5.3,MSK,114342.41,16744.64,partner,risk,2026-03-21,false,0.5492,0,заявка принята,retail
101166,59.5,SPB,,37400.5,mobile,legal,2025-02-24,true,0.2521,0,повторное обращение,retail
101167,29.6,SPB,117577.07,17807.67,partner,risk,2025-05-07,true,0.3499,0,заявка принята,corporate
101168,17.8,KZN,52791.1,2377.99,offline,sales,2024-08-01,true,0.6615,0,перевод в другой отдел,corporate
2024,45.9,KZN,47884.2,2819.5,offline,ml,2025-04-03,true,0.38,0,,sme
